item_id,item,label,,,,
232813467046912000,@SherilynNgo Lagay niyo address tapos hashtag sa #RescuePH :( waa!!! Baka may maka help!!,Related and informative,,,,
232813618004124000,RT @MgaKasabihan: #FLOODSph Fact: 90% of Metro Manila are flooded.,Related and informative,,,,
232813634802315000,CERVINI WILL BE OPEN 24/7 TO ACCEPT YOUR DONATIONS. :) #RELIEFPH,Related and informative,,,,
232814108741865000,"RT @ricagz: RT @giasison: Boss SOS generators abt to die UST Hospital still no help.UERM,PGH too.Pls RT thanks as always! #rescuePH @UST ...",Related and informative,,,,
232814612079321000,RT @RescuePH: RT @HeyItsMeChris48: UST Hospital is running out of food. They need help. @MMDA @gmanews @RescuePH #RescuePH,Related and informative,,,,
232814800810426000,RT @heyitsmekath_: @_slickrick @gracelee899 @DivinemLee #ReliefPH RT @neillecuevas: 2yo toddler stuck w/ 91 y.o.lola @ 2nd flr of hse. . ...,Related and informative,,,,
232815073452773000,RT @previewmag: Two important hash tags to take note of: #rescuePH #reliefPH Please make sure to use the correct one and RT! http://t.co ...,Related and informative,,,,
232815148958618000,74 yrs old lady trapped at 17 kapiligan st araneta subd qc. All grilled windows locked water already at 2nd floor. #rescuePH help! RT,Related and informative,,,,
232815253786870000,"RT @vm_alto: RT @SuperCakeFyu: #RescuePH roldan family,gen segundo st. Heroes hills. The mother has cancer. Theyre trapped on their roof ...",Related and informative,,,,
232815505474470000,"RT @jassabrina: UST, UERM, PGH and DELOS SANTOS hospital needs #RescuePH @ancalerts @143redangel @philyhusband @philredcross",Related and informative,,,,
232815522251698000,"RT @radikalchick: UERM needs help! Flood almost at the 3rd floor. Generators about to die, patients in critical condition. #rescuePH",Related and informative,,,,
232815903933358000,RT @govph: govph is using #PHalerts for government advisories and #rescuePH for rescue operations.,Related and informative,,,,
232815958446715000,"RT @oohlalaaraaa: WE NEED HELP!!! 6 PEOPLE INSIDE HOUSE, ALONG BANAWE COR MACOPA STA. MESA HEIGHTS. PLEASE SPREAD!!! #RescuePH @bayanmo  ...",Related and informative,,,,
232816298193732000,"RT @PepiSison: Concepcion Integrated School (Marikina) has 582 families, no food yet the whole day. Please RT #rescuePH",Related and informative,,,,
232816340119998000,"HELP UERM HOSPITAL! Brownout &amp; ICU Patients on generator, generators about to die. Flood almost at 3rd flr where the nursery is. #RescuePH",Related and informative,,,,
232816356884611000,"RT @FreelanceWJ: Hi @twitter, can every tweet with hashtag #rescuePH be a $1 donation to the Philippines victims? - Pls retweet this unt ...",Related and informative,,,,
232816419811774000,"RT @ImJessified: @jericteng16 paRT Rescuers! Please GO TO UST HOSPITAL, mamatay na daw ang generator nila!!!! #rescuePH",Related and informative,,,,
232816667284079000,"Still verifying reports that there is a flood casualty in Calamba City, Laguna #FloodsPH",Related and informative,,,,
232816675685294000,"RT @oohlalaaraaa: WE NEED HELP!!! 6 PEOPLE INSIDE HOUSE, ALONG BANAWE COR MACOPA STA. MESA HEIGHTS. PLEASE SPREAD!!! #RescuePH @bayanmo  ...",Related and informative,,,,
232816705020256000,#reliefph I cannot believe this is exactly actually taking place.. Los Angeles in some weeks! :) roadtrip http://t.co/jvrQ96a9,Related and informative,,,,
232816742768992000,RT @saabmagalona: RT Flood in UERM hospital is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232816755360297000,RT @pepotguarin: RT @RoxanneFrances: @Karen_DaviLa @MMDA #rescuePH decastro brgy sta lucia metropolis 1 vill near court pasig city. Abou ...,Related and informative,,,,
232816759562990000,"RT @TrulyMadlyMigDC: RT The following are in need of HELP and RESCUE: PGH, UERM, UST Hospital. They need FOOD. #rescuePH",Related and informative,,,,
232817053176828000,"RT @johnebora: PGH, UERM, and UST Hospital are flooded. Supplies are running low. Patients and staff need food and water. #RescuePH",Related and informative,,,,
232817128653332000,"RT @iamagy: UERM HOSPITAL: brownout and ICU Patients on generator, generators about to die #RescuePH SOMEONE HELP THEM PLS",Related and informative,,,,
232817443230331000,RT @jdlumali: UST HOSPITAL IS RUNNING OUT OF FOOD AND THE GENERATORS ARE ABOUT TO DIE @RescuePH #RescuePH #ReliefPH,Related and informative,,,,
232817493570363000,RT @gmanews: GMA Kapuso Foundation #OperationBayanihan Relief Ops Hotline: (02) 981-1950 #reliefPH #24Oras,Related and informative,,,,
232817623602168000,RT @TagaFEUKaKung: UERM really needs help!! Flood is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232817770377658000,RT @saabmagalona: RT Flood in UERM hospital is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232818214986461000,"RT @iamagy: UERM HOSPITAL: brownout and ICU Patients on generator, generators about to die #RescuePH SOMEONE HELP THEM PLS",Related and informative,,,,
232818315632984000,"RT@xtianvincent: @chicogarcia Christianne Mapue 63 Caridad St,Don PedroVil,ValzuelaCity.09175562046.Stranded in neck-deepflood. #rescuePH",Related and informative,,,,
232818370171519000,RT @jdlumali: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM,Related and informative,,,,
232818407903465000,"RT @mikkochondrion: Generators and gas are needed at the PGH, UERM and UST. PLEASE SEND HELP. RT!!! #ReliefPH #RescuePH",Related and informative,,,,
232818466648895000,RT @TagaFEUKaKung: UERM really needs help!! Flood is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232818504393437000,"RT @loyoung: Please send over food, water and blankets to Trinity University of Asia High School along E. Rodriguez! Thank you! #RescuePH",Related and informative,,,,
232818609259434000,"RT PGH hospital staff, residents, nurses, patients need food and water. PGH is isolated by flood. Pls help if you can. #rescuePH",Related and informative,,,,
232818626024075000,"RT @esashamartinez: @saabmagalona Napadala na raw Red Cross sa UERM, as tweeted by @doblezeta of @MMDA. Babies'll be safe. #yay #RescuePH",Related and informative,,,,
232818701504750000,RT @TagaFEUKaKung: UERM really needs help!! Flood is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232818718298739000,"Melyn Pabustan with 3 kids Purok 3, Malanday, Marikina; their house is near the national high school RT please #rescuePH",Related and informative,,,,
232818957365682000,RT @pacoevangelista: #rescuePH RT @kimx_lacbabes NASA BUBONG WITH 1 Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA C ...,Related and informative,,,,
232818969969570000,RT @jdlumali: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM,Related and informative,,,,
232818982556668000,RT @SirAgacer: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232819250992128000,"#RescuePH Wilma Ubando Payod w/ 3 kids Purok 3, Malanday, Marikina; their house is near the national high school. @gmanews",Related and informative,,,,
232819427123544000,RT @PioHerras: URGENT  - HELP IS NEEDED IN UST HOSPITAL. Flood has reached the building's 2nd level.  #rescuePH http://t.co/Fjr1KqgD,Related and informative,,,,
232819674583269000,@JltBoa: THE GENERATOR OF THE HOSPITAL JUST DIED PLS RESCUE THE PEOPLE @ UST UERM &amp,Eyewitness,Infrastructure and utilities,Related and informative,,
232819825603387000,"RT @TheMayorLIM: RT @noynoyaquino PLEASE HELP THE UST, UERM, and, PGH HOSPITALS. THEY NEED IT. @TheMayorLIM @gmanews @ANCALERTS #RescuePH”",Related and informative,,,,
232819863356322000,RT @ilovejannav: PLEASE RT! UST HOSPITAL'S GENERATOR ALREADY DIED. PLEASE SEND SOME RESCUERS #rescuePH,Related and informative,,,,
232819951403155000,"@HappykevinR RT Please! Help po sa Blk 2 Lot 15 Don Fernando Homes Niugan, Malabon City. #FoodPLEASE &amp; EVERYONE in Niugan #rescuePH",Related and informative,,,,
232820148569002000,"RT @ei_eL_19RN: @lou_delosreyes UERM HOSPITAL: brownout and ICU Patients on generator, generators about to die #RescuePH PLEASE RT",Related and informative,,,,
232820186296766000,!!!!! RT @jericteng16 PLEASE RT!! UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH,Related and informative,,,,
232820219846996000,RT @SirAgacer: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232820240847864000,"RT @riceflower: Family needs rescuing. Address: 55 Guirayan St. Brgy. Dona Imelda, Araneta Ave., QC. #rescuePH pls RT",Related and informative,,,,
232820291179516000,RT @no13atchnameyet: Please retweet RT @jdlumali UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH ...,Related and informative,,,,
232820446356193000,RT: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! #RescuePH Pls RT,Related and informative,,,,
232820475691147000,RT @jdlumali: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM,Related and informative,,,,
232820542812598000,"RT @ReinPunla: #RescuePH Melyn Pabustan w/ 3 kids 09175119505 Purok 3, Malanday, Marikina; their house is near the national high school. ...",Related and informative,,,,
232820832215392000,RT @CESC_1213: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232820836418077000,"RT @ei_eL_19RN: @lou_delosreyes UERM HOSPITAL: brownout and ICU Patients on generator, generators about to die #RescuePH PLEASE RT",Related and informative,,,,
232820849009365000,RT @AKLASTomasino: RT: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @ ...,Related and informative,,,,
232820886770680000,RT @jusefcielo: @krisaQUInoSTD @ABSCBNNews UST Hospital's generators already died. Please send help. #rescuePH #TulongTayoTomasino #Pray ...,Related and informative,,,,
232820903526953000,RT @cyruSy42: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232820958061277000,RT @jusefcielo: @krisaQUInoSTD @ABSCBNNews UST Hospital's generators already died. Please send help. #rescuePH #TulongTayoTomasino #Pray ...,Related and informative,,,,
232821037761438000,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...",Related and informative,,,,
232821041943155000,RT @JltBoa: THE GENERATOR OF THE HOSPITAL JUST DIED PLS RESCUE THE PEOPLE @ UST UERM &amp,Eyewitness,Donations and volunteering,Related and informative,,
232821104853533000,RT @DaveyPerry: Genesis 8:7-12. Today happens to be 8-7-12.  Let's just stay positive and continue praying for everyone's safety. #rescuePH,Related and informative,,,,
232821184545309000,"RT @Super_Janice: Family needs rescuing. Address: 55 Guirayan St. Brgy. Dona Imelda, Araneta Ave., QC. #rescuePH pls RT",Related and informative,,,,
232821360706064000,RT @Astroplus1: NASA BUBONG WITH 1Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204 #rescuePH,Related and informative,,,,
232821469778940000,RT @YTF_Philippines: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM  @AN ...,Related and informative,,,,
232821494932206000,"RT @xpeanutgalleryx: RT @varsitarianust: Generator at UST Hospital has already died. Doctors, patients in dire need of help. #reliefph",Related and informative,,,,
232821574623982000,RT @PioHerras: URGENT  - HELP IS NEEDED IN UST HOSPITAL. Flood has reached the building's 2nd level.  #rescuePH http://t.co/Fjr1KqgD,Related and informative,,,,
232821658518430000,RT @lanzynergy: RT!! PLEASE HELP UST HOSPITAL. NAMATAY NA PO ANG GENERATOR NILA. THANK YOU PO! #rescuePH #rescuePH @ANCALERTS @gmanews,Related and informative,,,,
232821713023431000,just got home with my kids.very thankful that they are safe..sunvalley to resorts world manila:no traffic no flood no jeep..,Related and informative,,,,
232821872419553000,RT @kristiabanda: UST Hospital's Generators already died. help is needed down there. #rescuePH,Related and informative,,,,
232821989864268000,RT @jdlumali: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM,Related and informative,,,,
232822056981500000,RT @CESC_1213: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232822145053516000,RT @MgaKasabihan: #rescuePH: UST is in need of help right now. UST HOSPITAL'S GENERATOR ALREADY DIED.,Related and informative,,,,
232822199571067000,NASA BUBONG WITH 1Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204 #rescuePH,Related and informative,,,,
232822379921953000,funaniNEWS: Heavy rains Submerge Metro Manila in Flood. http://t.co/u3RO4EgU check this out!! 👈📝,Related and informative,,,,
232822514135470000,“@jrenazal: UST HOSPITAL'S GENERATORS ALREADY DIED! #rescuePH #reliefPH @ANCALERTS @ABSCBNNews @gmanews”,Related and informative,,,,
232822648365801000,RT @TagaFEUKaKung: UERM really needs help!! Flood is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232822749033284000,RT @majoclsn: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila  ...,Related and informative,,,,
232822841307980000,"FOR THOSE STUDENTS IN #UST AREA WHO CAN'T BUY FOOD DUE TO THE FLOOD, PLEASE CONTACT 09066958133. SPREAD THE WORD. #RescuePH",Related and informative,,,,
232822883255214000,RT @kimpoyfeliciano: UST Hospital's generator has already died. Doctors and patients in dire need of help. #RescuePH :(,Related and informative,,,,
232822933574283000,PGH is also in need of help. #ReliefPH,Related and informative,,,,
232822941962863000,RT @SirAgacer: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232822962917630000,“UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila @ANCALERTS”,Related and informative,,,,
232823264924295000,"RT @Super_Janice: Family needs rescuing. Address: 55 Guirayan St. Brgy. Dona Imelda, Araneta Ave., QC. #rescuePH pls RT",Related and informative,,,,
232823323648745000,RT @kimpoyfeliciano: UST Hospital's generator has already died. Doctors and patients in dire need of help. #RescuePH :(,Related and informative,,,,
232823478829605000,Heavy Floods Hit Manila (Video) : WORLDWIDE WEATHER WATCH -  #wibiya -  http://t.co/hfO6Ef0v,Related and informative,,,,
232824183485243000,RT @TagaFEUKaKung: UERM really needs help!! Flood is almost at 3rd floor where the nursery is. No rescuers the whole day. #RescuePH,Related and informative,,,,
232824699380441000,"UST Hospital and UERM in need of immediate help. UST's morgue is flooded, UERM's nursery is near being flooded. Please please #rescuePH",Related and informative,,,,
232824829416448000,RT @CESC_1213: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5manila ...,Related and informative,,,,
232825030738862000,"RT @heywhereyou: Hi @Twitter, can every tweet with hashtag #rescuePH be a $1 donation to the Philippines victims? - Pls retweet this unt ...",Related and informative,,,,
232825240449864000,Please use #reliefPH and #rescuePH for REAL scenarios only. Don't mislead the public. This is no joke. Grow up fellas!,Related and informative,,,,
232825311732040000,"@jyramay Pls RT! Need ng rescuers sa UERM. Halos 3rd floor na yung baha, nandun yung nursery. #RescuePH",Related and informative,,,,
232825332703588000,"Can somebody call #rescuePH team to priorities UST hospital, generators are down and needs urgent help.",Related and informative,,,,
232825445970764000,"RT @BRYthedog: Hospitals that need help (Food &amp; water): UST hospital, UERM and Philippine General Hospital. #RescuePH #ReliefPH PLS  ...",Related and informative,,,,
232825483715285000,"RT @BRYthedog: Hospitals that need help (Food &amp; water): UST hospital, UERM and Philippine General Hospital. #RescuePH #ReliefPH PLS  ...",Related and informative,,,,
232826255475622000,"RT @gmanews: PGH hospital staff, patients need food and water. PGH is isolated by flood. #ReliefPH (via @studentregentUP @UPManilaOnline)",Related and informative,,,,
232826632937816000,"RT @Jhaztin: UST Hospital, UERM and PGH needs urgent rescue. #rescuePH #MMDA",Related and informative,,,,
232826943333089000,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...",Related and informative,,,,
232827383726608000,“@gmanews: UST Hospital appeals to PHL Red Cross for water and food. #rescuePH #reliefPH (via @Joseph_Morong)”,Related and informative,,,,
232827551515562000,"RT @BRYthedog: Hospitals that need help (Food &amp; water): UST hospital, UERM and Philippine General Hospital. #RescuePH #ReliefPH PLS  ...",Related and informative,,,,
232827840909959000,Meycauyan Doctors Hosp does not have generators anymore. pls help. lots of babies there. THANKS. #rescuePH RT @reginevalcasid @keancipriano,Related and informative,,,,
232828293890585000,"UST, UERM, PGH and Trinity are needing immediate rescue and supply. Some patients are in critical condition. HELP! #RescuePH #ReliefPH",Related and informative,,,,
232828700729700000,"RT @tellothelle: ----------In need of rescue teams sa Palanza Street, Brgy. Dona Imelda, Sta. Mesa, QC. Please RT!! #rescuePH @gmanews @ ...",Related and informative,,,,
232828902073049000,@kc_concepcion: pls RT: NEED RESCUE 65 st peter ave francisco subd veintereales valenzuela city! MOTHER+CHILD+PETS #rescuePH,Related and informative,,,,
232829317292368000,Nikka Mindanao - needs rescue 09178285483 @divinemlee @gmanews @ABSCBNNews #RescuePH,Related and informative,,,,
232829657030988000,Please send rescue teams to malabon navotas area. Was stranded there for 8 hrs. A lot of people still trapped in Letre Road #RescuePH,Related and informative,,,,
232830118429606000,RT @maryghek: PREGNANT MOM AND SMALL KIDS TRAPPED IN 5FT FLOODED HOUSE #283 L. DELA CRUZ ST. BRGY. ISLA VALENZUEL #rescuePH @reginevalcasid,Related and informative,,,,
232830282007445000,#rescueph FREE Live TV anywhere! http://t.co/rqD1XiAN http://t.co/YaXrMyJ7 fufu,Related and informative,,,,
232830323950510000,RT @IamReyno: RT @glocdash9: RT @gmanews: UST Hospital appeals to PHL Red Cross for water and food. #rescuePH #reliefPH (via @Joseph_Morong),Related and informative,,,,
232830344892674000,@keancipriano Ust hospital needs help! Their generator wont last long. Patients will suffer. #Rescueph #Reliefph,Related and informative,,,,
232830680441180000,"RT @EsguerraMics: Hospitals that need help (Food &amp; water): UST hospital, UERM and Philippine General Hospital. #rescuePH @keancipria ...",Related and informative,,,,
232830965662245000,RT @TagaFEUKaKung: UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH @TheMayorLIM @TV5ma ...,Related and informative,,,,
232831213109408000,RT @BarrettoJulia: RT @Swagalona: @BarrettoJulia PLS RT! For those who want to donate -&gt,Donations and volunteering,Related and informative,,,
232831548670493000,"@dalekins #39 Mongo St. Tumana, Marikina. Family stranded on the roof, no food and drink since morning. #rescuePH",Related and informative,,,,
232831619977855000,@keancipriano Delos Santos hospitals generator may die in any moment. Need help! #Rescueph RT pls,Related and informative,,,,
232831754187190000,RT @maryghek: PREGNANT MOM AND SMALL KIDS TRAPPED IN 5FT FLOODED HOUSE #283 L. DELA CRUZ ST. BRGY. ISLA VALENZUEL #rescuePH @reginevalcasid,Related and informative,,,,
232832555307643000,"Please send food and water to UST, UERM and PGH, they need it more than we do. #rescuePH",Related and informative,,,,
232832932803387000,Please use social media responsibly. You would not want to be like the boy who cried wolf. #RescuePH #ReliefPH #FloodsPH,Related and informative,,,,
232833004081385000,RT @koyat61205: Help! Residents of Sto Tomas Pampanga in dire need of instant food and water.Pls RT #ReliefPH @chitomirandajr @pnebackup ...,Related and informative,,,,
232833146683535000,Bracing for another 24 hours of RED WARNINGS. Hopefully tomorrow will be the last day of the siyam-siyam rains. #Habagat,Related and informative,,,,
232833553552003000,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...",Related and informative,,,,
232834346258682000,RT @joan_mosqueda: @Jimparedes : Help po pa rescue family ni Luz Santos 154 Brgy Flovi Home Letre Tonsuya Malabon. #rescuePH,Related and informative,,,,
232834761503171000,RT @CarrilloTani contd. : House is a bungalow &amp,Eyewitness,Other Useful Information,Related and informative,,
232835663295304000,"RT @gmanews: UP-PGH UPDATE: PGH director says, PGH is under control. #ReliefPH (via @UPManilaOnline)",Related and informative,,,,
232835751358902000,"Pls help the people here in TUA High School along E. Rod they need food, water, clothes and blankets! #RescuePH @tv5manila @mmda",Related and informative,,,,
232836959343628000,#rescueph The easiest way to get tv on your phone? http://t.co/ynAomfnh http://t.co/UCPg1bHV fufu,Related and informative,,,,
232837269717922000,RT @SirMecMec: the hospitals of UST and UERM needs urgent rescue because their power generator will stop anytime soon. #rescuePH #ReliefPH,Related and informative,,,,
232837701718667000,"“@gmanews: PGH hospital staff, patients need food and water. PGH is isolated by flood. #ReliefPH (via @studentregentUP)” @leyjuaymah",Related and informative,,,,
232837819159167000,"TRINITY UNIVERSITY OF ASIA - HIGH SCHOOL CAMPUS (along E.rodriguez Sr. Ave., QC) is open for evacuees and donations. Please RT! #rescuePH",Related and informative,,,,
232838494425338000,@sofiaandress: WE NEED RESCUE HERE! WE NEED TO EVACUATE. Address 212 M.H. Del Pilar St Tinajeros Malabon city” #RescuePH Please HELP them.,Related and informative,,,,
232838775477244000,#rescueph FREE Live TV mobile! http://t.co/TuUc9UVs http://t.co/5FIPaAkg fufu,Related and informative,,,,
232838989386748000,"#rescueph Live TV on your mobile, http://t.co/UzpFngOw http://t.co/yMSqQn3a fufu",Related and informative,,,,
232839551410926000,RT @pwincesspoblete: “@saabmagalona: Please use this form from #rescuePH to report needs for rescuing! Please spread the word! https://t ...,Related and informative,,,,
232840050541478000,"RT @kimnapaoocampo: #rescuePH @MMDA RT @reginevalcasid ..No help for Nikka Mindanao yet.. (4122 Balodivino St. Sta.Mesa, Manila) +63917 ...",Related and informative,,,,
232840297992823000,RT @OfficialLjReyes: @MMDA @gmanews #rescuePH i need help for 81yr old grandma stuck alone in her house Victoria teeten tan  2309 unit#3 ...,Related and informative,,,,
232841250078863000,"RT @Abi_Valte: Folks, please tweet calls for rescue in the San Juan to Cong. @jvejercito who has agreed to field them. #RescuePH",Related and informative,,,,
232841287852773000,"@DivinemLee RT @kimnapaoocampo: ..No help for Nikka Mindanao yet.. (4122 Balodivino St. Sta.Mesa, Manila) +639178285483 #rescuePH",Related and informative,,,,
232842109932163000,"RT @letletsingca: pls save dis family! #rescuePH Cp #09292440006 #277 MATIPUNO ST. PINALAGAD, MALINTA VAL. CITY. MAY TELA PUTI Malapit S ...",Related and informative,,,,
232842114109698000,RT @AshRald: AshRald for #rescuePH : Unite for a Cause - for donations please contact @xed5652 or email ashraldbabes@yahoo.com... http:/ ...,Related and informative,,,,
232842390929564000,RT @iamtotoheart: NASA BUBONG WITH 1Y/O BABY. CHARMAINE DEQUIT 64 LANGKA ST. BULELAK MALANDAY MARIKINA CITY 09172551204 #rescuePH,Related and informative,,,,
232842835534176000,RT @sofiaandress: Delos Santos hospitals generator may die in any moment. Need help! #Rescueph,Related and informative,,,,
232844525838684000,#rescueph 1000 tv channels on your cell phone? http://t.co/t5EzMI73 http://t.co/fpycRQmg fufu,Related and informative,,,,
232845733798236000,RT @OfficialLjReyes: @MMDA @gmanews #rescuePH i need help for 81yr old grandma stuck alone in her house Victoria teeten tan  2309 unit#3 ...,Related and informative,,,,
232846270698492000,#rescueph The easiest way to get tv on your phone? http://t.co/Cqrqtwwt http://t.co/ZyRucgsx fufu,Related and informative,,,,
232846748836585000,"RT @stephaustria_: @saabmagalona @maxenemagalona My friend's family needs rescue at 109 Yanga St. Maysilo, Malabon. Pls help RT. #rescuePH",Related and informative,,,,
232847168246018000,"RT @SOPHIEsticaated: #rescuePH Rescue needed Asuncion family (incl.1 yr old baby) &amp; 70 y/o dad. 507 kamagong st, st joseph subd cain ...",Related and informative,,,,
232847461872456000,RT @ANCALERTS: Mayor Jun Binay also says that @MakatiTraffic will also receive calls for rescue in the Makati area #RescuePH | via Usec. ...,Related and informative,,,,
232847801606881000,"RT @loyoung: Pls help the people here in TUA High School along E. Rod they need food, water, clothes and blankets! #RescuePH pls RT!",Related and informative,,,,
232847814202368000,“@pcdspo: EMERGENCY NUMBERS LIST. #ReliefPH @govph http://t.co/bBLMn7uG | via @gangbadoy”,Related and informative,,,,
232847830962815000,RT @DinoLazaro: @MMDA @gmanews #rescuePH i need help for 81yr old grandma stuck alone in her house Victoria teeten tan  2309 unit#301 G. ...,Related and informative,,,,
232848262967747000,RT @iamsuperbianca: emergency numbers list PER CITY via @gangbadoy #ReliefPH http://t.co/SdofnFdM,Related and informative,,,,
232848850157707000,"RT @gmanews: Residents of Kasiglahan Village in Montalban, Rizal appeal for food, water and blankets. #ReliefPH (via @markzambrano)",Related and informative,,,,
232849395421430000,RT @laureenmuy: RT @pcdspo: EMERGENCY NUMBERS LIST. #ReliefPH @govph http://t.co/LOddLtJb | via @gangbadoy,Related and informative,,,,
232849718416384000,@btwprod Hello. Please RT. Manila fans experiencing torrential rains and massive floods. #PrayForThePhilippines.,Related and informative,,,,
232849919721996000,"More dried clothes and blankets needed at Holy Family Parish, Roxas District, asap  #rescuePH",Related and informative,,,,
232850490138956000,"RT @gmanews: UP-PGH UPDATE: For those who want to help, PGH doctors, nurses on duty are requesting for food and water. #ReliefPH (via @U ...",Related and informative,,,,
232850645353378000,"RT @SOPHIEsticaated: #rescuePH Rescue needed Asuncion family (incl.1 yr old baby) &amp; 70 y/o dad. 507 kamagong st, st joseph subd cain ...",Related and informative,,,,
232851010228470000,"Even in Mindanao, it rains. And it really pours. #rescuePH http://t.co/LkvMNSN3",Related and informative,,,,
232851245138862000,"#smile break muna :-) read this open letter to #habagat 'H' daw kasi after Gener. PS: si Helen yun, not you http://t.co/yFAaLE5s",Related and informative,,,,
232854109819138000,"RT @heywhereyou: Hi @Twitter, can every tweet with hashtag #rescuePH be a $1 donation to the Philippines victims? - Pls retweet this unt ...",Related and informative,,,,
232855493964624000,"RT @FreelanceWJ: Hi @twitter, can every tweet with hashtag #rescuePH be a $1 donation to the Philippines victims? - Pls retweet this unt ...",Related and informative,,,,
232855925952745000,"RT @anakbayan_ph: DONATE, SHARE, and VOLUNTEER for the Flood Victims! http://t.co/A6KuT6WA #TulongKabataan #ReliefPH",Related and informative,,,,
232857196826853000,RT @ItsCityHunter: WE NEED RESCUE HERE! WE NEED TO EVACUATE. Address 212 M.H. Del Pilar St Tinajeros Malabon city” #RescuePH @RescuePH @ ...,Related and informative,,,,
232860464210641000,RT @enzosalad: RT @ANCALERTS: #RescuePH #UGC RT @intermeGETTE West Riverside corner Kentucky St. SFDM Q. C. 86 ... http://t.co/ktFs6o7I,Related and informative,,,,
232860539695538000,RT @gmanews: PGH not in emergency situation. But relief goods will be accepted for distribution in flood-stricken areas. #ReliefPH (via  ...,Related and informative,,,,
