Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
369731232084410000,RT @ppascual111: #SAFENOW thank you lord! #PrayForThePhilippines http://t.co/Gc4a09jE4w,Eyewitness,Sympathy and support,Related - but not informative
369733006270796000,@MMDA hows the flood level in domestic road pasay? #FloodPH,Government,Infrastructure and utilities,Related - but not informative
369733044019540000,Saw a photo link captioned #MaringPH #RescuePH #PrayForThePhilippines *clicks the link* Selfie amputa!,Outsiders,Not applicable,Related - but not informative
369734994383491000,RT @Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Not applicable,Not applicable,Related - but not informative
369735065678254000,“@Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.” Haha! Makaligo na nga.,Not applicable,Sympathy and support,Related - but not informative
369735267013259000,@Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Eyewitness,Not applicable,Related - but not informative
369735690637943000,RT @Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Outsiders,Not applicable,Related - but not informative
369737171214668000,RT @rapplerdotcom: Keep calm and be positive Philippines. We've been there http://t.co/nFxSp9RGTh #MaringPH,Media,Sympathy and support,Related - but not informative
369739339669836000,RT @Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Not applicable,Not applicable,Related - but not informative
369739956224147000,@Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Outsiders,Not applicable,Related - but not informative
369740014961181000,KEEP CALM and STAY SAFE. #FloodPH #PrayForThePhilippines,Outsiders,Sympathy and support,Related - but not informative
369741898224640000,"tumigil ka na #Habagat, lalabas ako ng bahay!!!",Eyewitness,Not applicable,Related - but not informative
369742690943893000,RT @JoyceAprilJoyce: RT FOR A SHOUTOUT :)) #PrayForThePhilippines #SAFENOW,Outsiders,Sympathy and support,Related - but not informative
369742997098742000,RT @Julia_FEVER: RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/YITdZbV4iz,Outsiders,Sympathy and support,Related - but not informative
369754191725474000,Ok I feel safer na. Evacuated Jazzie to the nearest mall just to be sure. 🚘 🙏 #MaringPH,Eyewitness,Affected individuals,Related - but not informative
369754988630663000,I want to make tulong tulong sa mga napinsala ng bagyong #maring where? :),Outsiders,Sympathy and support,Related - but not informative
369757240967705000,#ph second tier cities development  important. Even a flood can shut down biznez #philippine wide if metro affected. Too centralized.,Outsiders,Other Useful Information,Related - but not informative
369759958872506000,RT @DivinemLee: UPDATED FILE: https://t.co/StkbD2ytHA RT #maring #safenow #rescueph,Outsiders,Caution and advice,Related - but not informative
369762475467502000,@iangyang good kasi mas safe dyan .. Hmm bahang baha na ditey sa manila! Stay dry okay? Muaa,Eyewitness,Other Useful Information,Related - but not informative
369764895555736000,RT @iPAT_Beatbox: Let's #PrayForThePhilippines.Sana tumigil na si #Habagat at #Maring sa pananalasa. #reliefPH #FloodPH #RescuePH,Outsiders,Sympathy and support,Related - but not informative
369766539722891000,Ang tindi ni #MaringPH ..gang ngayon andito.. http://t.co/OrK0R8ptxe,Eyewitness,Sympathy and support,Related - but not informative
369767709963071000,"RT @0mgven_: Maki: Mayor kamusta na po ang lagay nyo dyan sa Manila? Erap: ok lang, wala ng baha dito (medyo lasing ang boses) Hahahaha sha…",Eyewitness,Not applicable,Related - but not informative
369768666243408000,baha dito baha dun san mang sulok ng bahay namen.. :( #MaringPH tama na kasi papansin masydo ee..,Eyewitness,Sympathy and support,Related - but not informative
369768985010508000,Wtf. Wanna play Temple Run for real? SCTex is the place. Monkeys are still in Subic though. Tsk tsk. :/ #MaringPH http://t.co/oFSviiGF7n,Not applicable,Not applicable,Related - but not informative
369769127633617000,Together-Demi Lovatoft.Jason Derulo #nowplaying this ones for all the Filipinos who are keeping all 2gether dspite of the tragedy. #MaringPH,Media,Donations and volunteering,Related - but not informative
369774097867084000,RT @DivinemLee: JAE YOUNG LEE FAMILY of NOVALETA. Spoke to her. #safenow,Outsiders,Sympathy and support,Related - but not informative
369782721385484000,#PrayForThePhilippines #FloodPH http://t.co/kv6lIu0ivD,Outsiders,Sympathy and support,Related - but not informative
369782796861964000,RT @Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Not applicable,Not applicable,Related - but not informative
369783119835963000,RT @kc_concepcion: Um... Floods. It's More Fun in the Philippines!!!   (not my photo) #Typhoon #Maring http://t.co/9KRy1fdovF,Outsiders,Not applicable,Related - but not informative
369786563355370000,"Nanonood ako ng news. Dami binaha sa ibat ibang lugar sa Pilipinas. Kakaawa! Tapos un kapitbahay ko, nagvivideoke! Talaga naman!!!! #maring",Outsiders,Not applicable,Related - but not informative
369789797151162000,RT @poods_1105: @kc_concepcion KC (Alexis) &amp; Judy Ann (Anessa) volt in to help typhoon #Maring victims. Sana #HuwagTayongMawawala sa pagtul…,Outsiders,Donations and volunteering,Related - but not informative
369790690534122000,"prayers is the best we can do to help the victims of bagyong #maring, #PrayforThePhilippines.",Outsiders,Sympathy and support,Related - but not informative
369790887657611000,Jusko utang na loob tama na tumigil na ang ulan nagpapahiwatig nanaman ang kulog.. #Takeabreak #MaringPh #Habagat,Eyewitness,Not applicable,Related - but not informative
369794985526194000,Si @maringph_ may twitter account pala. Di ko alam. Nabasa nya tuloy tweet ko. Pakakak! #MaringPH #rakenrol http://t.co/sTfexfXNA5,Not applicable,Not applicable,Related - but not informative
369795321066291000,Sobrang ngiti ko talaga sa #JuanDelaCruz  matapos ang maghapong kaba at nerbyos at may lungkot dahil sa #Habagat #MaringPH #JDCSamuelAsOne,Not applicable,Sympathy and support,Related - but not informative
369800635220107000,What if hindi mag-subside ang baha sa Maynila? #MaringPH,Outsiders,Not applicable,Related - but not informative
369801478288179000,A message for everyone! #staysafeanddry #unitephilippines #GodblessPH #maring #habagat @ St. Michael… http://t.co/63iamBvQMW,Outsiders,Sympathy and support,Related - but not informative
369820629488267000,is sleeping in new bed with a view from outside trees! omg #MaringPh,Eyewitness,Sympathy and support,Related - but not informative
369820700787220000,RT @ShowbizBro899: #MaringPH move on move din pag may time. Wag gawing hang out ang Pinas. Masyado ka nag eenjoy e.,Outsiders,Other Useful Information,Related - but not informative
369821845840618000,RT @lynfirmanes: #Maring sana umalis ka na!! #GoTeamAnessaAlexis #HuwagKaLangMawawala,Eyewitness,Sympathy and support,Related - but not informative
369824748311548000,"RT @LetrunknytsPlz: #MaringPH pls stahp cryin, u go to biergardenh insted ok?",Not applicable,Sympathy and support,Related - but not informative
369831069115097000,@chuchidcurious @faith_manalo Haha! Asa ka pa na makinig yan at tumigil sa pagkanta. Nagalit tuloy si #typhoonmaring at #habagat.,Eyewitness,Not applicable,Related - but not informative
369831694050009000,#floods Operation linis baha with my brother #maring #habagat #flood #bonding #brother http://t.co/bZL2ZCZQfM,Eyewitness,Sympathy and support,Related - but not informative
369838803399102000,RT @theNYPDsbc: Let's all pray for a good weather tonight and the following days to come! Good night! #PrayForThePhilippines #MaringPH,Eyewitness,Sympathy and support,Related - but not informative
369845375877652000,"Sa mga sangkot sa #PorkBarrelScam, mahabag naman kayo. Tulong-tulong din naman sana.#PrayForThePhilippines #MaringPH @bandila",Outsiders,Not applicable,Related - but not informative
369852338426905000,"At talagang may twitter account ka pa #MaringPH ah, @Maring73128874! Buyset! Hahahaha",Outsiders,Not applicable,Related - but not informative
369857530962276000,"Sa wakas na ka MOVE ON na si #MaringPH, indi na umiiyak eh tahimik na.",Eyewitness,Not applicable,Related - but not informative
369861725278839000,Hope the flood in Taft subsided already. Back to Manila na later.,Eyewitness,Sympathy and support,Related - but not informative
369866045399761000,WHAT THE F...kaloka. #maringph #maringtyphoon #typhoonmaring #floodph #spreaditout #godiswithus… http://t.co/T66eFCslSJ,Government,Sympathy and support,Related - but not informative
369874840855269000,"Haay, wala pa ring kapaguran c #Maring at #Habagat ...Stay safe everyone... Mornyts!.. #PrayforthePhilippines",Outsiders,Sympathy and support,Related - but not informative
369887180518212000,"RT @JohnLloydCruzTM: RT @sharon_cuneta12: Thanks! RT @theGEEKchic: hello @sharon_cuneta12, this might be of help too. #fyi #MaringPH http:/…",Outsiders,Not applicable,Related - but not informative
369894143071646000,RT @acidhousepost: The X-men finally found out who's behind all the rain in Manila #staydry #staysafe #xmen #maring #storm #manila http://t…,Outsiders,Not applicable,Related - but not informative
369919434703372000,Huuuuuh. Ang Lakas mo nanaman #MaringPH. Staaaaaaaaap naaaaaa puhleaseeeeee! 😭😭😭😭😭,Not applicable,Not applicable,Related - but not informative
369949000356868000,Cookie's flood protocol. @itstherease #tago #doglife #Maring #safety pillow http://t.co/ZKKgUNdhFi,Media,Other Useful Information,Related - but not informative
369952569713377000,"Akala ko maliwanag yung sinabi ko na ayoko na. Sabi mo okay na, lalayo ka na. Tapos ngayon babalik-balik ka. Please lang, ALIS NA! #MaringPH",Outsiders,Not applicable,Related - but not informative
369967400751342000,"RT @TedPylon: Magandang umaga mga ISKO! Medyo tumila na ang ulan. #Habagat ka lang, PINOY KAMI!!!  126 days, 16 hours at 25 mins na lang, #…",Eyewitness,Other Useful Information,Related - but not informative
369967677588009000,#walangpasok because of a holiday in the Philippines.  Hoping that the weather is much better. #FloodPH #MaringPH,Outsiders,Not applicable,Related - but not informative
369975072166924000,"Ugh that didnt last long. Its raining again. Pls stopp #MaringPH, i need to do some work! #FloodPH #hopefullytherainstops #Philippines",Eyewitness,Other Useful Information,Related - but not informative
369977597104366000,Here at Quirino Manila. Naka survive ako. Nawala arte ko eh :'( baha kasi talaga :'(,Eyewitness,Sympathy and support,Related - but not informative
369982282163306000,RT @Taga_CallCenter: Dedication + Nangangailangan = Dedma kay #MaringPH! Go pa din sa work! #lol #TagaCallCenter,Eyewitness,Not applicable,Related - but not informative
369988598797332000,"RT @victoryph: On this rainy Ninoy Aquino Day, thanks for helping our countrymen affected by the rains. http://t.co/iWx8bk5zIL #reliefPH #t…",NGOs,Sympathy and support,Related - but not informative
369991123755745000,"RT @TagalogKowts: Lord, Please we're no Mariah Carey, We cant make it through the rain! Ondoy #TheConjuRAIN #FloodPH Keep Safe Everyone htt…",Outsiders,Sympathy and support,Related - but not informative
369996291146662000,#MaringPH kahit ilang balik ka pa http://t.co/Mlo1y40z29,Eyewitness,Not applicable,Related - but not informative
369998648345506000,thankyou #MaringPH at naisipan mo ding umalis dito sa bansa namaen.. magkikita na kmae :) &lt;3 wohoooooooooooo!,Outsiders,Not applicable,Related - but not informative
370004239352734000,RT @Heartstagram: Si Bagyong #MaringPh parang yung kaklase ko.... → EPAL,Outsiders,Not applicable,Related - but not informative
370007351526302000,RT @paki_POT: Saan po pwede magvolunteer? #RescuePH #MovePH #MaringPH #volunteerPH,Outsiders,Donations and volunteering,Related - but not informative
370012825088844000,RT @RedCross: Our thoughts are with the workers at @PhilRedCross as they respond to Tropical Storm #Maring. http://t.co/sENG9zH9mR,NGOs,Donations and volunteering,Related - but not informative
370013491987370000,Epal si ka #Maring hahaha,Outsiders,Sympathy and support,Related - but not informative
370014527963689000,"tama na ulan, okay? will be pack some food and clothes to those affected area here in cavite later. who wants to share? :) #MaringPH",NGOs,Donations and volunteering,Related - but not informative
370015001936790000,There's a rainbow always after the rain. Good morning! Keep safe everyone. :-) #PrayForThePhilippines #MaringPH,Eyewitness,Sympathy and support,Related - but not informative
370020324508574000,View towards espanya. Creepy. Unti unting kinakain ang liwanag. Ingaaat! @bayanmo #MaringPH http://t.co/8FkCP0qb8H,Eyewitness,Other Useful Information,Related - but not informative
370022769758442000,grabe ang lakas ng hangin at ulan.. kawawa namAn mga nabaha niyan di matapos tapos na problema #prayforphilippines  #MaringPH  #habagat,Outsiders,Not applicable,Related - but not informative
370023491195519000,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/MtDaRGCVYu,Outsiders,Sympathy and support,Related - but not informative
370028910219899000,It’s never tough in an SUV. #SUV #toyota #thumbsup #fortuner #maring #typhoon #positive http://t.co/Si1D4ba007,Eyewitness,Not applicable,Related - but not informative
370031460364714000,RT @IamEthylGabison: Mauunahan pa ata ni Janet Napoles makalabas ng bansa itong si #MaringPH. Parehas silang malaking damage iniwan sa Pili…,Outsiders,Not applicable,Related - but not informative
370043711939289000,Tapos na ba ang #Staycation ni #MaringPH Umaliwalas na ang panahon ah..,Outsiders,Other Useful Information,Related - but not informative
370046790566805000,“@CatholicNewsSvc: Cardinal Tagle calls for unity in response to #Philippines flooding http://t.co/5FOEMmOAvp #MaringPH #FloodPH” @cbcpnews,Media,Sympathy and support,Related - but not informative
370052918449156000,"Just when the sun was about to peek, heavy rains start falling again.  #Habagat",Eyewitness,Caution and advice,Related - but not informative
370056156435055000,RT @iamHunnyBee: How the Filipinos respond in times of crisis 🎣☔🍻 ~ http://t.co/4M9Od9M8z6 #MaringPH #comicReliefPH,Outsiders,Sympathy and support,Related - but not informative
370057515368604000,"Lunch time, kain na tayo/ kakain plang  #MaringPH  wag kang aalis ng pinas.",Outsiders,Not applicable,Related - but not informative
370065367105675000,Done with @uapasia #reliefph now jumping to the real deal.... Meetings meetings for work. Leggo 👍👍,Outsiders,Other Useful Information,Related - but not informative
370067648844808000,Manila ang kelangan magsuspend. Like hello!? Grabe baha diteshiwa sa Manila.,Eyewitness,Other Useful Information,Related - but not informative
370068756128481000,RT: Mountaineers For #ReliefPH http://t.co/kz4NOqkDSn,NGOs,Donations and volunteering,Related - but not informative
370088616136950000,Ideas are flooding my brain just like the floods soaking Metro Manila. They need to be flushed out. Keep dry my friends. Be safe.,Outsiders,Sympathy and support,Related - but not informative
370090507789038000,Sobrang lakas ng hangin sa labas. Nakakaantok. Bed weather much. Hay. #bedweather #maring #storm,Eyewitness,Not applicable,Related - but not informative
370099248697573000,RT @cristallebelo: Thank you to everyone who helped out! On our way to Sta Rosa &amp; other parts of Laguna right now😘  #MaringPH #RescuePH htt…,Eyewitness,Sympathy and support,Related - but not informative
370103086486143000,habagat go away na.. #habagat,Eyewitness,Not applicable,Related - but not informative
370121155547767000,Last night with Nhelmida! #Party #classmates #new #friends #weird #weather #raining #typhoon #maring… http://t.co/vQxmBO0saa,Not applicable,Not applicable,Related - but not informative
370148494025052000,@SimpleClark mukhang magagawa natin bukas. wala nang baha sa manila. :p,Outsiders,Not applicable,Related - but not informative
370153598484636000,RT @krizzy_kalerQUI: Angel Locsin is the most sincere... wala talagang camera habang tumutulong. #habagat #maringPH #reliefoperation #inthe…,Outsiders,Other Useful Information,Related - but not informative
370188469928075000,Why sa QC lang di suspended? Lahat na ng lugar sa metro manila suspended na hmm baha pa naman mga madadaanan tas ganun?,Eyewitness,Not applicable,Related - but not informative
370188633535680000,Thank you @jasongayamat @respectjhabea howardguintu cjtan85 and many more who donated! #maringph… http://t.co/lGKbRAI7T9,Eyewitness,Donations and volunteering,Related - but not informative
370203355533943000,Ninaja moves ako kanina with my Bota! Haha! #floodPH,Eyewitness,Not applicable,Related - but not informative
370216777315123000,Rain again ???? #backtowork #MaringPH,Eyewitness,Other Useful Information,Related - but not informative
370230433956381000,#Habagat !!! Wala kang paawat!!! Lubay na!!! Baha na palabas samin!!! Kakaloka ka!!!,Eyewitness,Affected individuals,Related - but not informative
370236293399060000,RT @linocayetano: Thank you kace! Always helping! “@kc_concepcion: Combat-mode #ReliefPH #TyphoonMaring Thank u Lin! @linocayetano http://t…,NGOs,Sympathy and support,Related - but not informative
370324474455159000,Good morning! Be #safe #family #friends #lovedones #rainy #windy #habagat http://t.co/snDNYz4j6N,Outsiders,Caution and advice,Related - but not informative
370415813787791000,"please , let us pray for the victims of #BagyongMaring #MaringPH.",Outsiders,Sympathy and support,Related - but not informative
370438127506452000,Bumubuhos na naman ang ulan. Grabe!  #PrayforthePhilippines #Habagat — drinking Liven Alkaline Coffee,Eyewitness,Other Useful Information,Related - but not informative
370452803375727000,Thank you so much for the goods! They'll help lives! #reliefph #unitas,NGOs,Donations and volunteering,Related - but not informative
370455387050631000,Thank you  St. Luke's sa pagkupkop! :) #loveyoumuah #flooded #bymaring #habagat #waterworldmanila http://t.co/Wboo3AsVf6,Eyewitness,Donations and volunteering,Related - but not informative
370461640786838000,Thank you to the students of RTU for helping out in the repacking! #reliefPH @prcpasigpateros,NGOs,Donations and volunteering,Related - but not informative
370488111022629000,RT @EmilTapnio: Major major help from  @MariaaVenusRaj at #IskoOperation! Kayo din guys! :) #Volunteerism #ReliefPH @… http://t.co/TIi2vOUJ…,Eyewitness,Donations and volunteering,Related - but not informative
370490539545616000,RT @katolikongpinoy: Catholic school initiates 8pm prayer time for ‘Maring’ victims http://t.co/LgWPkZB8Cs #reliefPH #PrayForThePhilippines,Outsiders,Sympathy and support,Related - but not informative
370492041072890000,Namimiss ko ang baha sa Metro Manila!! Naalala ko pa nung tinahak ko ang baha at basa sapatos ko. Ingat everyone.,Eyewitness,Sympathy and support,Related - but not informative
370521359253639000,RT @AkoAyFLY: Day 2 of #FLYhopecaravan .We are very greatful for the hard-working volunteers and for all the donations #reliefPH,Outsiders,Donations and volunteering,Related - but not informative
370568499044708000,RT @Karen_DaviLa: How can politicians deny the flagrant thievery after seeing the lack of infrastructure all over the Philippines?! #Maring…,Media,Infrastructure and utilities,Related - but not informative
370747331588538000,"We need a lot more dried goods for donation packs! We can do this, Dragons! #unitas #reliefph",NGOs,Donations and volunteering,Related - but not informative
370748963185377000,"WHERE ARE DRAGONS HEADING TODAY? Dinalupihan, Bataan; Paranaque; Sangley Point, Cavite; and Binan, Laguna! #ReliefPH #UNITAS",Eyewitness,Donations and volunteering,Related - but not informative
370802725786644000,Blogged: #MaringPH http://t.co/W3B4sDfsly,Media,Other Useful Information,Related - but not informative
370909957333713000,"Photo: #instampisaw 01 #habagat #trip #maringph #stranded (at San Antonio, Makati) http://t.co/haWEwZAR2i",Eyewitness,Affected individuals,Related - but not informative
370921135149302000,@danielledanaaa kpayn. btw. anong ginawa nyo sa manila kahapon? sino kasama mo? hindi ba baha? xD,Not applicable,Not applicable,Related - but not informative
370930664616362000,"What's making the floods worse in Manila? POLITICS, CORRUPTION AND TRASH http://t.co/4dw9sf2rJF",Outsiders,Not applicable,Related - but not informative
370939225203421000,"Sobrang swerte ko pa at goldberg, thesis, ignite, at 3d game lang ang pinoproblema ko. #MaringPH",Eyewitness,Not applicable,Related - but not informative
371035060863910000,RT @ColaBoink: @StarMagicPhils: #spotted agentyellow @bernardokath #sagipkapamilya #kapamilyasunite #maringph http://t.co/JSulGN9O84,Media,Not applicable,Related - but not informative
371176576676680000,RT @krizzy_kalerQUI: Angel Locsin is the most sincere... wala talagang camera habang tumutulong. #habagat #maringPH #reliefoperation #inthe…,Eyewitness,Donations and volunteering,Related - but not informative
371359662228009000,Here comes the rain again... #Habagat @mariamarikit http://t.co/GAjgl5q88Z,Eyewitness,Other Useful Information,Related - but not informative
371444865306862000,#DearBeks Today is a good day to watch a concert! Gora na later sa Music Heals and help the victims of #MaringPH http://t.co/TEo1uDmGnV,Outsiders,Sympathy and support,Related - but not informative
372356375663231000,RT @maria_ressa: Lea Salonga jams for 'Help' #MaringPH http://t.co/h6YwK3dUdd via @rapplerdotcom @MsLeaSalonga,Outsiders,Sympathy and support,Related - but not informative
368659239272579000,RT @dost_pagasa: WEATHER BULLETIN No. 2 Tropical Cyclone Alert: Tropical Depression “#MaringPH”   Issued at 11:00AM 17 August... http://t.c…,Government,Caution and advice,Related and informative
368673453785637000,"RT @24_Oras: Sa datos ng @dost_pagasa, huling namataan ang TD #MaringPH 325 km silangan ng Itbayat, Batanes.",Media,Caution and advice,Related and informative
368679682322874000,RT @ANCALERTS: Tropical Depression Maring is moving east southeast at 11kph #MaringPH,Media,Caution and advice,Related and informative
368929037877404000,Intramuros baha. I miss Manila. http://t.co/UkqB40Eu5Y,Eyewitness,Infrastructure and utilities,Related and informative
368934792475054000,"RT @gmanews: PAGASA: #MaringPH moves east, monsoon to bring rain over PHL http://t.co/0ubcL9MqKe",Media,Caution and advice,Related and informative
368967734542864000,"RT @ANCALERTS: PAGASA 12:20pm: YELLOW advisory for Metro Manila. Moderate-heavy rains in next 3 hours, possible floods in low-lying areas",Media,Caution and advice,Related and informative
368967986213687000,"RT @PCUNEWSTweets: @ANCALERTS: PAGASA 12:20pm: YELLOW advisory for Metro Manila. Moderate-heavy rains in next 3 hours, possible floods in …",Media,Caution and advice,Related and informative
369036751815205000,"“@24_Oras: Sa Metro Manila, makararanas ng makulilim na langit at hanggang katamtamang pag-ulan hanggang sa Martes. #MaringPH” @PWU_Manila",Media,Other Useful Information,Related and informative
369037812986675000,"RT @24_Oras: Sa Metro Manila, makararanas ng makulilim na langit at hanggang katamtamang pag-ulan hanggang sa Martes. #MaringPH",Media,Caution and advice,Related and informative
369042078577091000,"RT @ABSCBNNews: PAGASA 6pm: YELLOW advisory for Metro Manila. Moderate-heavy rains to continue in next 3 hours, floods possible. | via @ANC…",Media,Caution and advice,Related and informative
369050983084466000,"RT @DZMMTeleRadyo: Bagyong #MaringPH, lumakas pa; pinag-iibayo ang Habagat http://t.co/X9ZoZ9gtxo http://t.co/9F4o8p3X1b",Media,Caution and advice,Related and informative
369078837469909000,"RT @24_Oras: Sa Metro Manila, makararanas ng makulilim na langit at hanggang katamtamang pag-ulan hanggang sa Martes. #MaringPH",Media,Caution and advice,Related and informative
369087058293187000,"RT @ryan_chua: PAGASA raises red rainfall warning, the highest rainfall alert, over Metro Manila. Expect torrential rains, flood in low-lyi…",Government,Caution and advice,Related and informative
369089159635284000,RT @PIAalerts: PAGASA: Red Rainfall Warning No. 6 Weather System: Southwest Monsoon (#Habagat) enhanced by  Tropical Storm... http://t.co/M…,Government,Caution and advice,Related and informative
369089872666964000,"RT @PhilstarNews: METRO MANILA classes in all levels declared #walangpasok for Mon, Aug 19. | #maringupdates",Media,Caution and advice,Related and informative
369091105783955000,RT @PhilstarNews: Corrected: CITY OF MANILA has been declared #walangpasok tom. Not the entire METRO MANILA. #maringupdates,Media,Caution and advice,Related and informative
369092347323105000,@akockenn: NO CLASSES TOMORROW. SURE NA SURE NA DAW. Ingat ang lahat. God bless :) #Maring- Swerte!! :),Outsiders,Other Useful Information,Related and informative
369092733182304000,"RT @noel_colina: Flashlight, baterya, kandila, posporo: balutin din sa plastic. Maghanda ng pagkain at tubig, damit pampalit #maring",Outsiders,Caution and advice,Related and informative
369093215552430000,RT @bandila: Red Rainfall Warning No. 6  Weather System: Southwest Monsoon (#Habagat) enhanced by  Tropical Storm “MARING”... http://t.co/x…,Media,Caution and advice,Related and informative
369094243144315000,"Baha na for sure sa recto, sa quiapo, sa espana, sa sm manila. Baha na lhat ng way ko papasok!!",Eyewitness,Affected individuals,Related and informative
369098001236505000,RT @awzmtroi: #MaringPH? Adviser nila @kimbyyalmario,Outsiders,Not applicable,Related and informative
369099410526855000,RT @RescuePH: I'd like to advice everyone to please use the unified hashtag #RescuePH for rescue queries. Help save our fellow men.,Government,Donations and volunteering,Related and informative
369107916571161000,RT @LloydCadena: Use the #RescuePH hash in any assistance needed.,Outsiders,Caution and advice,Related and informative
369114610676146000,RT @dost_pagasa: 11:00 pm Moderate to heavy rains due to SW Monsoon (#Habagat) is affecting of Quezon and most likely to continue for the n…,Government,Caution and advice,Related and informative
369115017536217000,RT @dost_pagasa: 11:00 pm Moderate to heavy rains due to SW Monsoon (#Habagat) is affecting of Quezon and most likely to continue for the n…,Government,Caution and advice,Related and informative
369116846261166000,MMDA: Floods reach waist-deep levels in parts of Quezon City http://t.co/2pkv8QOAQB #ManilaNews #Manila #metronews,Government,Caution and advice,Related and informative
369118968566395000,RT @DepEd_PH: WEATHER BULLETIN No. 5 Tropical Cyclone Alert: Tropical Storm “#MaringPH” - 11:15PM 18 August 2013 http://t.co/wgU52955HJ  vi…,Government,Caution and advice,Related and informative
369121183150506000,Live @DZMMTeleradyo: Commuters are now stranded near a mall beside Manila City Hall due to rising floods #RescuePH,Media,Affected individuals,Related and informative
369122047189725000,RT @gmanews: TS #MaringPH Strength: Maximum winds of 75 kph near the center and gustiness of 90 kph; Movement: Forecast to move Southeast a…,Media,Caution and advice,Related and informative
369122655359599000,"RT @ANCALERTS: Tropical Storm Maring will continue to enhance the southwest monsoon, which will bring moderate-heavy rains in Luzon #Maring…",Media,Caution and advice,Related and informative
369123364213776000,"RT @ANCALERTS: Tropical Storm Maring will continue to enhance the southwest monsoon, which will bring moderate-heavy rains in Luzon #Maring…",Media,Caution and advice,Related and informative
369125457158881000,RT @gmanews: TS #MaringPH Strength: Maximum winds of 75 kph near the center and gustiness of 90 kph; Movement: Forecast to move Southeast a…,Media,Caution and advice,Related and informative
369132369371857000,"RT @jonastsinelas: Halos hanggang tuhod na yung baha sa Manila City Hall, Philippine Normal, Kalaw, UN Ave up until Remedios. Not passable …",Eyewitness,Not applicable,Related and informative
369134013514277000,"RT @jonastsinelas: Halos hanggang tuhod na yung baha sa Manila City Hall, Philippine Normal, Kalaw, UN Ave up until Remedios. Not passable …",Eyewitness,Infrastructure and utilities,Related and informative
369142238564975000,"@FindAiba Well, it's not that bad for us here, but I heard in the news that there are already waist-deep floods in some places in Manila.",Outsiders,Other Useful Information,Related and informative
369153357673288000,I am wide awake monitoring the flood waters. Our street is submerged and the water's up at our gates. Why can't the rain stop? #MaringPH,Eyewitness,Affected individuals,Related and informative
369153638700040000,"RT @twitter_ph: #rescuePH So rescuers can map your tweet and find you, turn ON your location function on your mobile so it shows on your tw…",Media,Donations and volunteering,Related and informative
369157572936217000,Baha na buong Metro Manila #HindiPaTaposAngMsWorldPhil2013saGMA7,Outsiders,Not applicable,Related and informative
369161842733502000,"RT @PhilippineStar: Despite intermittent rains in Pangasinan due to #MaringPH, there’s no possibility of spilling at San Roque Dam in San M…",Media,Caution and advice,Related and informative
369168041902240000,"RT @gmanews: Para po sa #floodPH updates sa Kamaynilaan, i-follow ang @MMDA.",Media,Other Useful Information,Related and informative
369176485052957000,"RT @twitter_ph: If you or someone you know needs to be rescued, pls use the hashtag #rescuePH so the gov't. designated rescuers can find yo…",Media,Caution and advice,Related and informative
369182797467890000,A red rainfall advisory is issued when downpours constitute an emergency. This means we should be ready to evacuate to safety. #MaringPH,Eyewitness,Caution and advice,Related and informative
369195376181400000,its 4:32 in the morning still raining :((((( BAHA NA SA MANILA :( #RainRainGoAway,Eyewitness,Caution and advice,Related and informative
369211360673927000,"“@ANCALERTS: Tropical Storm Maring continues to enhance the southwest monsoon, which is affecting the whole country #MaringPH”",Media,Caution and advice,Related and informative
369218700726903000,"RT @ernie_manio: LIPA CITY: Classes in all levels suspended today, Aug 19. #MaringPH #walangpasok @ancalerts @ABSCBNNews",Media,Caution and advice,Related and informative
369218960765379000,"“@PhilstarNews: ALL GOV'T OFFICES in Metro Manila declared #walangpasok today, Aug19. | #maringupdates here http://t.co/apmb1nAOs4”",Media,Caution and advice,Related and informative
369221116658586000,"RT @TVPST: UPDATE: Province of Batangas - Classes in all levels, suspended. Public and private schools. #MaringPH #walangpasok @ANCALERTS @…",Media,Other Useful Information,Related and informative
369225315152703000,RT @PhilstarNews: PRIVATE SECTOR work suspension is at the discretion of companies. Call your HR for info. | #maringupdates http://t.co/WO7…,Media,Caution and advice,Related and informative
369227894649663000,RT @rapplerdotcom: Tweet us #MaringPH photos using #FloodPH and follow updates on this LIVE BLOG: http://t.co/GZm9op3MFS http://t.co/16EEO9…,Media,Caution and advice,Related and informative
